Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Richard Meier letterhead with sketch,Richard Meier,3910,"(American, born 1934)",(American),(1934),(0),(male),1987,Letterpress with ink on paper,"11 × 8 1/2"" (27.9 × 21.6 cm)","Elaine Lustig Cohen Collection, gift of Lawrence Benenson and the Committee on Architecture and Design Funds",1286.2015.1,Design,Architecture & Design,2015-10-19,Y,284839,https://www.moma.org/collection/works/284839,,,,,,27.9400558801,,,21.5900431801,,
Headpiece (folio 82) from Les Amours (The Loves),Émile Bernard,511,"(French, 1868–1941)",(French),(1868),(1941),(male),1915,Woodcut from an illustrated book with 157 woodcuts and 17 etchings (including wrapper front),"composition (irreg.): 2 13/16 × 6 11/16"" (7.2 × 17 cm); page (irreg.): 12 5/8 × 9 11/16"" (32 × 24.6 cm)",The Louis E. Stern Collection,679.1964.109,Illustrated Book,Drawings & Prints,1964-10-06,Y,20772,https://www.moma.org/collection/works/20772,https://www.moma.org/media/W1siZiIsIjE3MTY2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=eb21e07cbc69a5af,,,,,7.2,,,17.0,,
Plate 1 from THÉOGONIE,Georges Braque,744,"(French, 1882–1963)",(French),(1882),(1963),(male),1932,"Etching, printed in black","plate  14 7/16 x 11 3/4"" (36.7 x 29.8 cm)",The Louis E. Stern Collection,713.1964.1,Illustrated Book,Drawings & Prints,1964-10-06,N,22090,,,,,,,36.7,,,29.8,,
Manifeste Mystique (Mystic Manifesto),Salvador Dalí,1364,"(Spanish, 1904–1989)",(Spanish),(1904),(1989),(male),1951,Illustrated book with twenty letterpress plates and a supplementary suite of ten etchings,"page (each): 14 15/16 × 11 1/8"" (38 × 28.2 cm); overall (closed): 15 3/16 × 11 1/8 × 13/16"" (38.5 × 28.3 × 2 cm)",The Louis E. Stern Collection,772.1964.A-B,Illustrated Book,Drawings & Prints,1964-10-06,Y,139162,https://www.moma.org/collection/works/139162,https://www.moma.org/media/W1siZiIsIjE5MzMyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c92789378564a366,,,,,38.0,,,28.2,,
Jean-François Millet,Nadar (Gaspard-Félix Tournachon),4196,"(French, 1820–1910)",(French),(1820),(1910),(male),1856-58,Salted paper print,"9 1/4 × 7 5/16"" (23.5 × 18.5 cm)",Suzanne Winsberg Collection. Gift of Suzanne Winsberg,545.2009,Photograph,Photography,2009-05-11,Y,127282,https://www.moma.org/collection/works/127282,https://www.moma.org/media/W1siZiIsIjE2MzMzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2c782489a8029583,,,,,39.2,,,25.7,,
Elbows,William Wegman,6281,"(American, born 1943)",(American),(1943),(0),(male),1970-1971,"Video (black and white, sound)",1:46 min.,Gift of the artist,277.2008.9,Video,Media and Performance,2008-03-12,Y,118009,https://www.moma.org/collection/works/118009,,,,,,,,,,,
"St. Mark's Tower in the Bouwerie, project, New York, NY",Frank Lloyd Wright,6459,"(American, 1867–1959)",(American),(1867),(1959),(male),1929,,,"The Frank Lloyd Wright Foundation Archives (The Museum of Modern Art | Avery Architectural & Fine Arts Library, Columbia University, New York)",FLW.DR.2905.018,Frank Lloyd Wright Archive,Architecture & Design,,N,290574,,,,,0.0,,98.4251968504,,,59.0551181102,,
Scribbles with Not Straight Horizontal Lines on the Left and Straight Horizontal and Vertical Lines on the Right (plate 34) from Squarings,Sol LeWitt,3528,"(American, 1928–2007)",(American),(1928),(2007),(male),2003,One from an illustrated book with forty-eight letterpress illustrations,"composition (irreg.): 6 1/8 × 6 5/16"" (15.6 × 16 cm); page (each): 10 7/8 × 10"" (27.6 × 25.4 cm)",Gift of Dian Woodner,821.2019.34,Illustrated Book,Drawings & Prints,2020-06-03,Y,409677,https://www.moma.org/collection/works/409677,https://www.moma.org/media/W1siZiIsIjQ4NDk3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=008a97922bf25631,,,,,15.6,,,16.0,,
Steel Frame Pre-Fabricated Row Houses (Closet. Interior perspective. Sketch.),Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1950—1951,Pencil on paper,(15.2 x 21.5 cm.),"Mies van der Rohe Archive, gift of the architect",MR5012.60,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,462756,,,,,,,,,,,,
The Language of Fashion (El lenguaje de la moda),Juan Luis Martinez,45651,"(Chilean, 1942–1993)",(Chilean),(1942),(1993),(male),1979,Pressure-sensitive stickers and cut-and-pasted printed paper on printed paper,"13 3/4 x 9 7/8"" (34.9 x 25.1 cm)",Latin American and Caribbean Fund,602.2014.1,Drawing,Drawings & Prints,2014-10-02,Y,179756,https://www.moma.org/collection/works/179756,https://www.moma.org/media/W1siZiIsIjMwODE3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=38e1b04e30b2dc4f,,,,,34.9250698501,,,25.0825501651,,
"Weissenhof Apartment House, ""The Dwelling"" Exhibition, Stuttgart, Germany (Apartment and/or house plan)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1926-1927,Pencil on tracing paper,"8 × 13"" (20.3 × 33 cm)","Mies van der Rohe Archive, gift of the architect
",MR4.172,Mies van der Rohe Archive,Architecture & Design,,N,275509,,,,,,,20.3200406401,,,33.0200660401,,
Plate (folio 64) from LA VILLE,Frans Masereel,3814,"(Belgian, 1889–1972)",(Belgian),(1889),(1972),(male),1925,,"composition  6 5/16 x 4 5/16"" (16 x 11 cm)",Purchase,587.1949.58,Illustrated Book,Drawings & Prints,1949-09-29,N,19261,,,,,,,16.0,,,11.0,,
Frost Forms: The ID Face,Minor White,6342,"(American, 1908–1976)",(American),(1908),(1976),(male),1959,Gelatin silver print,"12 13/16 × 9 1/4"" (32.5 × 23.5 cm)",Purchase,130.1967,Photograph,Photography,1967-03-07,Y,46723,https://www.moma.org/collection/works/46723,https://www.moma.org/media/W1siZiIsIjE5NjY5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3b0d4c20ce515fc8,,,,,32.5,,,23.5,,
2nd Action,"Rudolf Schwarzkogler, Ludwig Hoffenreich","7910, 38978","(Austrian, 1940–1969) (Austrian, 1902–1975)",(Austrian) (Austrian),(1940) (1902),(1969) (1975),(male) (),Summer 1965,"Gelatin silver print, printed 1982","13 11/16 × 13 11/16"" (34.7 × 34.8 cm)",The Family of Man Fund,177.1998.18,Photograph,Photography,1998-03-12,Y,47451,https://www.moma.org/collection/works/47451,https://www.moma.org/media/W1siZiIsIjE5Nzg0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=03f26868da409fa0,,,,,34.7,,,34.8,,
Composition: Flowers without a Vase,Odilon Redon,4840,"(French, 1840–1916)",(French),(1840),(1916),(male),c. 1905,Oil on unglazed tile,"8 1/8 x 8"" (20.6 x 20.3 cm)",Gift of The Ian Woodner Family Collection,225.2000,Painting,Painting & Sculpture,2000-04-10,Y,79188,https://www.moma.org/collection/works/79188,https://www.moma.org/media/W1siZiIsIjE1MTEyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=cdd5438b220a202b,,,,,20.6375,,,20.3,,
"Page from Sketchbook #78, 14 Stations of the Cross",Ellsworth Kelly,3048,"(American, 1923–2015)",(American),(1923),(2015),(male),1989,Page from a spiral-bound sketchbook with pencil on paper,"page: 12 × 18"" (30.5 × 45.7 cm)",Gift of Jack Shear,359.2020.22,Notebook,Drawings & Prints,2020-12-09,Y,431009,https://www.moma.org/collection/works/431009,https://www.moma.org/media/W1siZiIsIjU0NjM5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c9f7776ce8684d57,,,,,30.4800609601,,,45.7200914402,,
"Mirror Performance, New York","Harry Shunk, János Kender, Yayoi Kusama","8247, 38024, 3315","(German, 1924–2006) (Hungarian, 1937–2009) (Japanese, born 1929)",(French) (Hungarian) (Japanese),(1924) (1937) (1929),(2006) (2009) (0),(male) (male) (female),1968,Gelatin silver print,"7 7/8 × 7 3/4"" (20 × 19.7 cm)",Gift of the Roy Lichtenstein Foundation in memory of Harry Shunk and János Kender,1016.2013.40,Photograph,Photography,2013-10-24,Y,177056,https://www.moma.org/collection/works/177056,https://www.moma.org/media/W1siZiIsIjI5NTc3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d812bbeabbc77bbd,,,0.0,,20.3200406401,,,25.4000508001,,
Shiver,Kristin Oppenheim,48752,,(),(0),(0),(female),1993,Cassette tape,"cover: 4 1/4 × 2 3/4"" (10.8 × 7 cm)",Committee on Prints and Illustrated Books Fund,854.2013.196,Audio,Drawings & Prints,2013-10-10,Y,184185,https://www.moma.org/collection/works/184185,https://www.moma.org/media/W1siZiIsIjQyNjY5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=22967fa0ef86c204,,,0.0,,10.8,,,7.0,,
Raglan Castle,Alfred Capel Cure,959,"(British, 1826–1896)",(British),(1826),(1896),(male),1858-60,Albumen silver print from a glass negative,8 3/16 × 10 7/8in. (20.8 × 27.6 cm),Gift of Bowen H. McCoy,2.1983.110,Photograph,Photography,1983-01-13,N,46777,,,,,,,20.8,,,27.6,,
North View from Pier 58,Madoka Takagi,7041,"(Japanese, 1956–2015)",(Japanese),(1956),(2015),(female),1990,Platinum/Palladium print,"7 1/2 × 9 1/2"" (19 × 24.1 cm)",Gift of Jessica and Robert Solomon,54.2005,Photograph,Photography,2005-01-12,Y,98300,https://www.moma.org/collection/works/98300,https://www.moma.org/media/W1siZiIsIjE5MDQ0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5a9adcbe009426f2,,,,,19.0,,,24.1,,
"Untitled, plate 2 of 5, from the illustrated book, and plate 2 of 7, from the portfolio, Metamorfosis",Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(female),1999,"Etching, drypoint, and aquatint","plate: 11 5/8 x 11 5/8"" (29.5 x 29.6 cm); sheet: 16 5/8 x 14 15/16"" (42.2 x 38 cm)",Gift of the artist,705.2008,Print,Drawings & Prints,2008-06-18,N,84322,,,,,,,29.5,,,29.6,,
Vignette (folio 7) from Birds from my Homeland,Antonio Frasconi,1975,"(American, born Uruguay. 1919–2013)",(American),(1919),(2013),(male),1958,Woodcut from an illustrated book with thirteen woodcuts,"composition (irreg.): 1 1/2 x 1 15/16"" (3.8 x 5cm); page: 7 7/8 × 10 13/16"" (20 × 27.5 cm)",The Louis E. Stern Collection,835.1964.2,Illustrated Book,Drawings & Prints,1964-10-06,Y,26127,https://www.moma.org/collection/works/26127,https://www.moma.org/media/W1siZiIsIjM0MDY1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a274569e60f4f823,,,,,3.8,,,5.0,,
"Kinmont’s handwritten notes from the workshop at L’Ecole Régionale des Beaux Arts de Valence, Sainte-Croix, which led to the publication of Student Series: L’École Régionale de Beaux Arts, Valence. Or, considerations towards helping others in an art practice",Ben Kinmont,41829,"(American, born 1963)",(American),(1963),(0),(male),n.d.,"verso: Kinmont’s handwritten notes and sketches, handwritten in black and blue ink and pencil on white paper",,Fund for the Twenty-First Century,72.2013.234,Print,Drawings & Prints,2013-02-07,N,169295,,,,,,,,,,,,
Mask (Le Masque) from the portfolio Scrap Plates II (Planches de rebut II) from Phenomena (Les Phénomènes),Jean Dubuffet,1633,"(French, 1901–1985)",(French),(1901),(1985),(male),1961,One from a portfolio of twenty lithographs,"composition: 20 5/8 x 15 1/16"" (52.4 x 38.3 cm); sheet: 25 3/8 x 17 3/4"" (64.4 x 45.1 cm)",Gift of Mr. and Mrs. Ralph F. Colin,744.1965.11,Print,Drawings & Prints,1965-11-09,Y,143420,https://www.moma.org/collection/works/143420,https://www.moma.org/media/W1siZiIsIjIwNTg2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5846f55ce47fc42e,,,,,52.4,,,38.3,,
Notre-Dame,Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(male),Mars 1926,Gelatin silver printing-out-paper print,"Approx. 7 × 8 7/8"" (17.8 × 22.5 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.971,Photograph,Photography,1968-03-06,Y,43834,https://www.moma.org/collection/works/43834,https://www.moma.org/media/W1siZiIsIjI3MjkwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=00ec8ef8221fb490,,,,,,,,,,
High Flight,John Baldessari,304,"(American, 1931–2020)",(American),(1931),(2020),(male),1986,"Gelatin silver prints with oil tint and synthetic polymer paint, mounted and framed in four parts","Overall 8' 7 3/8"" x 64 5/8"" (263.9 x 164.8 cm)",Sid R. Bass Fund,359.1990.a-d,Painting,Painting & Sculpture,1990-10-09,Y,79531,https://www.moma.org/collection/works/79531,https://www.moma.org/media/W1siZiIsIjExNTg2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=cf46ce20da58421f,,,,,262.6,,,164.1,,
Plate (folio 5 verso) from AUTONOMIE DER FARBE,Frank Badur,279,"(German, born 1944)",(German),(1944),(0),(male),1983,"gray. Screenprint, printed in color","composition  7 7/8 x 2 3/8"" (20 x 6 cm)",Purchase,173.1985.3,Illustrated Book,Drawings & Prints,1985-06-04,N,12892,,,,,,,20.0,,,6.0,,
Untitled from Receiver,William Kentridge,7919,"(South African, born 1955)",(South African),(1955),(0),(male),2006,Photogravure and drypoint,"composition: 10 1/16 x 8 3/8"" (25.5 x 21.2 cm); plate: 10 7/16 x 8 3/8"" (26.5 x 21.2 cm); page (irreg.): 14 x 11 5/16"" (35.5 x 28.8 cm)",Mary Ellen Oldenburg Fund,267.2006.A18,Illustrated Book,Drawings & Prints,2006-03-08,Y,106109,https://www.moma.org/collection/works/106109,https://www.moma.org/media/W1siZiIsIjExNzIyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=241d0812a2cad425,,,,,25.5,,,21.2,,
Covered Container,Stig Lindberg,3555,"(Swedish, 1916–1982)",(Swedish),(1916),(1982),(male),1957,Hand-thrown stoneware,"6 7/8 x 3 1/4"" (17.5 x 8.2 cm)",Gift of the manufacturer,248.1958.a-b,Design,Architecture & Design,1958-12-04,Y,3046,https://www.moma.org/collection/works/3046,https://www.moma.org/media/W1siZiIsIjIyOTAxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=12d715b3da2d05f0,,,,8.2,17.5,,,,,
The Mexican Clown (El Clown Mexicano) from 25 Prints of José Guadalupe Posada,José Guadalupe Posada,4707,"(Mexican, 1852–1913)",(Mexican),(1852),(1913),(male),published 1942,Engraving from a portfolio of seventeen engravings and eight etchings,"composition: 3 7/16 x 5 1/8"" (8.7 x 13 cm); sheet: 7 5/16 x 5 3/8"" (18.5 x 13.6 cm)",Inter-American Fund,772.1942.1,Print,Drawings & Prints,,Y,84675,https://www.moma.org/collection/works/84675,https://www.moma.org/media/W1siZiIsIjIyNDMxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e5e1e12163d6b13b,,,,,8.7,,,13.0,,
"Deuxième promenade (plate, page 12) from Les rêveries du promeneur solitaire (Extraits)",Hans Erni,1750,"(Swiss, 1909–2015)",(Swiss),(1909),(2015),(male),2008,One from an illustrated book with eleven etchings,"plate: 7 13/16 x 5 7/8"" (19.8 x 14.9 cm); page: 12 13/16 x 9 3/4"" (32.5 x 24.8 cm)",Gift of the City of Geneva,718.2012.3,Illustrated Book,Drawings & Prints,2012-05-22,N,162334,,,,,,,19.8,,,14.9,,
Plain Fields,Jan Groover,2358,"(American, 1943–2012)",(American),(1943),(2012),(female),1981,Platinum/palladium print,"9 9/16 × 7 9/16"" (24.3 × 19.3 cm)",Acquired through the generosity of Howard Stein,423.2011.9,Photograph,Photography,1994-06-09,Y,59336,https://www.moma.org/collection/works/59336,https://www.moma.org/media/W1siZiIsIjE5ODc5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3847028aba78dddd,,,,,24.3,,,19.3,,
"General Office Building, United States Consulate, São Paulo, Brazil (Court. Floor plan. Sketch.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1957—1962,Pencil on tracing paper,(19 x 23.5 cm.),"Mies van der Rohe Archive, gift of the architect",MR5711.68,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,466465,,,,,,,,,,,,
On the Bridge of Europe (Sur le pont de l'Europe) from Landscapes and Interieurs (Paysages et intérieurs),Édouard Vuillard,6194,"(French, 1868–1940)",(French),(1868),(1940),(male),1899,Lithograph from a portfolio of twelve lithographs and lithographed cover,"composition (irreg.): 12 1/16 x 13 11/16"" (30.6 x 34.7 cm); sheet: 13 1/8 x 15 1/2"" (33.3 x 39.4 cm)",Gift of Abby Aldrich Rockefeller,599.1940.10,Print,Drawings & Prints,,Y,71672,https://www.moma.org/collection/works/71672,https://www.moma.org/media/W1siZiIsIjIwOTEzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a485812bd9afa469,,,,,30.6,,,34.7,,
Port des Champs-Élysées,Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(male),1913,Albumen silver print,"Approx. 8 11/16 × 6 9/16"" (22 × 16.7 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.455,Photograph,Photography,1968-03-06,Y,42823,https://www.moma.org/collection/works/42823,https://www.moma.org/media/W1siZiIsIjI4Mzk0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5110a17b8289c685,,,,,,,,,,
"Connie Marks and Leo Rubinfien.  Croton, New York",Lee Friedlander,2002,"(American, born 1934)",(American),(1934),(0),(male),1988,Gelatin silver print,"12 7/8 × 8 9/16"" (32.7 × 21.7 cm)",Purchase,1093.2000,Photograph,Photography,2000-10-12,Y,57632,https://www.moma.org/collection/works/57632,https://www.moma.org/media/W1siZiIsIjQ1OTE4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e0a2d749bc695eaa,,,,,32.7,,,21.7,,
"Untitled (Study for Untitled, plate 4 of 5, from the illustrated book, and plate 4 of 7, from the portfolio, Metamorfosis)",Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(female),1997,"Photocopy, with hand additions","sheet: 8 1/2 x 11"" (21.6 x 27.9 cm)",Gift of the artist,483.2010,Print,Drawings & Prints,2010-06-09,Y,136115,https://www.moma.org/collection/works/136115,https://www.moma.org/media/W1siZiIsIjMwODIyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=64dde5d1cef917c8,,,,,21.6,,,27.9,,
Extract,Glenn Ligon,6902,"(American, born 1960)",(American),(1960),(0),(male),2021,Aquatint with photogravure,"plate: 4 5/8 × 6"" (11.8 × 15.2 cm); sheet: 14 1/2 × 15"" (36.8 × 38.1 cm)",Deborah Wye Endowment Fund,707.2022,Print,Drawings & Prints,2022-10-27,Y,431706,https://www.moma.org/collection/works/431706,https://www.moma.org/media/W1siZiIsIjU0MTQ2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5514c565d90d371f,,,,,11.8,,,15.2,,
Untitled #36,José Antonio Suárez Londoño,26770,"(Colombian, born 1955)",(Colombian),(1955),(0),(male),1988,Etching and aquatint,"plates: 5 7/8 x 1 15/16"" (14.9 x 5 cm); sheet: 11 x 7 9/16"" (28 x 19.2 cm)",Gift of the artist through the Latin American and Caribbean Fund,1428.2009,Print,Drawings & Prints,2009-11-17,Y,133013,https://www.moma.org/collection/works/133013,https://www.moma.org/media/W1siZiIsIjE5MTMwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c916d32e6ce014c0,,,,,14.9,,,5.0,,
Vase,Tapio Wirkkala,6409,"(Finnish, 1915–1985)",(Finnish),(1915),(1985),(male),1956,Porcelain,"h. 9"" (22.8 cm)",Gift of Greta Daniel,250.1958,Design,Architecture & Design,1958-12-04,Y,3058,https://www.moma.org/collection/works/3058,https://www.moma.org/media/W1siZiIsIjIyOTAzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=41100c2d02d3b850,,,,,22.8,,,,,
Salad,Jerome Neuner,25520,"(American, born 1945)",(American),(1945),(0),(male),1971,Artist's book,"page (each): 11 x 8 1/4"" (28 x 21 cm); overall: 11 x 8 1/2"" (28 x 21.6 cm)",Monroe Wheeler Fund,118.2007,Illustrated Book,Drawings & Prints,2007-03-07,N,107540,,,,,,,28.0,,,21.0,,
Black and white photograph of Kathleen Kucka distributing fliers at the corner of Broadway and Prince Streets in New York City during Kinmont’s I am for you project,Ben Kinmont,41829,"(American, born 1963)",(American),(1963),(0),(male),1990,Photograph,6 x 4 inches,Fund for the Twenty-First Century,531.2015.1,Print,Drawings & Prints,,N,196133,,,,,,,,,,,,
Name card for Frederic Lieberman,George Maciunas,21398,"(American, born Lithuania. 1931–1978)",(American),(1931),(1978),(male),c. 1964,Offset card,"sheet: 2 5/8 × 2 9/16"" (6.6 × 6.5 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,2861.2008.23,Print,Drawings & Prints,2008-10-08,Y,192947,https://www.moma.org/collection/works/192947,https://www.moma.org/media/W1siZiIsIjM4MjY1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1b592c38eb438478,,,0.0,,6.6,,,6.5,,
"Gas Victims (Templeux-La-Fosse, August 1916) (Gastote [Templeux-La-Fosse, August 1916]) from The War (Der Krieg)",Otto Dix,1559,"(German, 1891–1969)",(German),(1891),(1969),(male),1924,"Etching, aquatint, and drypoint from a portfolio of fifty etching, aquatint, and drypoints","plate: 7 11/16 x 11 7/16"" (19.6 x 29 cm); sheet: 13 3/4 x 18 7/16"" (35 x 46.8 cm)",Gift of Abby Aldrich Rockefeller,159.1934.3,Print,Drawings & Prints,1934-07-02,Y,87723,https://www.moma.org/collection/works/87723,https://www.moma.org/media/W1siZiIsIjEyMzgwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c96a17e6c9a087a9,,,,,19.6,,,29.0,,
"“C” Type Mosque (Ahle-Hadith Mosque), Islamabad, Pakistan (Elevation and section)",Anwar Said,131936,"(Pakistani, born 1940)",(Pakistani),(1940),(0),(male),1969–1973 (redrawn 2021),Ink on tracing paper,"25 3/4 × 33 1/4"" (65.4 × 84.4 cm)",Gift of the architect,75.2023.1,Architecture,Architecture & Design,2023-05-04,Y,426390,https://www.moma.org/collection/works/426390,https://www.moma.org/media/W1siZiIsIjU0MzIxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fcba63e8a620e138,,,0.0,,65.4,,,84.4,,
Assemblage,Deana Lawson,38858,"(American, born 1979)",(American),(1979),(0),(female),2021,Installation of dye sublimation prints with specimen pins and paint,"Overall approx. 96 × 120"" (243.8 × 304.8 cm)","Acquired through the generosity of Ronnie Heyman, Peter Norton, Richard Rieger, Richard Roth, Jon Stryker, Steve Tananbaum, and Clark Winter in honor of David Dechman",302.2021.25,Photograph,Photography,2021-05-27,N,426381,,,,,0.0,,10.16002032,,,15.2400304801,,
